salary,salary25,salary50,salary75,sampleCount,isShowSalary,salaryThousand50,salaryThousand,originSampleCount,originTotalSampleCount,analyzeCode,desc,jobCount,jobUrl,job_code,salary_type
34595.348,30000.0,33000.0,36500.0,86.0,True,33.0,34.0,86.0,545.0,5,10年以上,1,https://www.104.com.tw/jobs/search/?ro=0&jobcat=2005002005&jobexp=99&jobsource=salary_jobexp&order=2&page=1,2005002005,月薪
,,,,,,,,,,1,1年以下,0,https://www.104.com.tw/jobs/search/?ro=0&jobcat=2005003000&jobexp=1&jobsource=salary_jobexp&order=2&page=1,2005003000,月薪
,,,,,,,,,,2,1~3年,0,https://www.104.com.tw/jobs/search/?ro=0&jobcat=2005003000&jobexp=3&jobsource=salary_jobexp&order=2&page=1,2005003000,月薪
,,,,,,,,,,3,3~5年,0,https://www.104.com.tw/jobs/search/?ro=0&jobcat=2005003000&jobexp=5&jobsource=salary_jobexp&order=2&page=1,2005003000,月薪
,,,,,,,,,,4,5~10年,0,https://www.104.com.tw/jobs/search/?ro=0&jobcat=2005003000&jobexp=10&jobsource=salary_jobexp&order=2&page=1,2005003000,月薪
NaN,NaN,NaN,NaN,0.0,False,0.0,0.0,0.0,0.0,5,10年以上,0,https://www.104.com.tw/jobs/search/?ro=0&jobcat=2005003000&jobexp=99&jobsource=salary_jobexp&order=2&page=1,2005003000,月薪
520126.0,412500.0,492702.47,588345.7,1116.0,True,32.0,33.0,1116.0,17595.0,1,1年以下,50258,https://www.104.com.tw/jobs/search/?ro=0&jobcat=2005002004&jobexp=1&jobsource=salary_jobexp&order=2&page=1,2005002004,年薪
541455.1,412500.0,508099.44,638775.3,3828.0,True,33.0,35.0,3828.0,17595.0,2,1~3年,9962,https://www.104.com.tw/jobs/search/?ro=0&jobcat=2005002004&jobexp=3&jobsource=salary_jobexp&order=2&page=1,2005002004,年薪
562826.94,412500.0,538893.3,672395.1,3175.0,True,35.0,36.0,3175.0,17595.0,3,3~5年,975,https://www.104.com.tw/jobs/search/?ro=0&jobcat=2005002004&jobexp=5&jobsource=salary_jobexp&order=2&page=1,2005002004,年薪
583333.06,412500.0,538893.3,672395.1,5597.0,True,35.0,37.0,5597.0,17595.0,4,5~10年,231,https://www.104.com.tw/jobs/search/?ro=0&jobcat=2005002004&jobexp=10&jobsource=salary_jobexp&order=2&page=1,2005002004,年薪
614221.56,440000.0,554290.3,756444.5,3879.0,True,36.0,39.0,3879.0,17595.0,5,10年以上,6,https://www.104.com.tw/jobs/search/?ro=0&jobcat=2005002004&jobexp=99&jobsource=salary_jobexp&order=2&page=1,2005002004,年薪
,,,,,,,,,,1,1年以下,0,https://www.104.com.tw/jobs/search/?ro=0&jobcat=2005003000&jobexp=1&jobsource=salary_jobexp&order=2&page=1,2005003000,年薪
,,,,,,,,,,2,1~3年,0,https://www.104.com.tw/jobs/search/?ro=0&jobcat=2005003000&jobexp=3&jobsource=salary_jobexp&order=2&page=1,2005003000,年薪
,,,,,,,,,,3,3~5年,0,https://www.104.com.tw/jobs/search/?ro=0&jobcat=2005003000&jobexp=5&jobsource=salary_jobexp&order=2&page=1,2005003000,年薪
,,,,,,,,,,4,5~10年,0,https://www.104.com.tw/jobs/search/?ro=0&jobcat=2005003000&jobexp=10&jobsource=salary_jobexp&order=2&page=1,2005003000,年薪
NaN,NaN,NaN,NaN,0.0,False,0.0,0.0,0.0,0.0,5,10年以上,0,https://www.104.com.tw/jobs/search/?ro=0&jobcat=2005003000&jobexp=99&jobsource=salary_jobexp&order=2&page=1,2005003000,年薪
,,,,,,,,,,1,1年以下,181,https://www.104.com.tw/jobs/search/?ro=0&jobcat=2005002006&jobexp=1&jobsource=salary_jobexp&order=2&page=1,2005002006,月薪
42412.5,34500.0,36750.0,45000.0,16.0,True,36.0,42.0,16.0,19.0,2,1~3年,82,https://www.104.com.tw/jobs/search/?ro=0&jobcat=2005002006&jobexp=3&jobsource=salary_jobexp&order=2&page=1,2005002006,月薪
,,,,,,,,,,3,3~5年,9,https://www.104.com.tw/jobs/search/?ro=0&jobcat=2005002006&jobexp=5&jobsource=salary_jobexp&order=2&page=1,2005002006,月薪
,,,,,,,,,,4,5~10年,3,https://www.104.com.tw/jobs/search/?ro=0&jobcat=2005002006&jobexp=10&jobsource=salary_jobexp&order=2&page=1,2005002006,月薪
38666.668,NaN,38000.0,39000.0,3.0,False,38.0,38.0,3.0,19.0,5,10年以上,0,https://www.104.com.tw/jobs/search/?ro=0&jobcat=2005002006&jobexp=99&jobsource=salary_jobexp&order=2&page=1,2005002006,月薪
997410.25,751153.9,918076.94,1159184.1,149.0,True,55.0,59.0,149.0,5696.0,1,1年以下,2512,https://www.104.com.tw/jobs/search/?ro=0&jobcat=2005003001&jobexp=1&jobsource=salary_jobexp&order=2&page=1,2005003001,年薪
1068215.5,751153.9,934769.25,1269179.6,663.0,True,56.0,63.0,663.0,5696.0,2,1~3年,1882,https://www.104.com.tw/jobs/search/?ro=0&jobcat=2005003001&jobexp=3&jobsource=salary_jobexp&order=2&page=1,2005003001,年薪
1110141.4,834615.44,1001538.5,1353791.6,723.0,True,60.0,66.0,723.0,5696.0,3,3~5年,1373,https://www.104.com.tw/jobs/search/?ro=0&jobcat=2005003001&jobexp=5&jobsource=salary_jobexp&order=2&page=1,2005003001,年薪
1120864.8,834615.44,1001538.5,1353791.6,1886.0,True,60.0,67.0,1886.0,5696.0,4,5~10年,1070,https://www.104.com.tw/jobs/search/?ro=0&jobcat=2005003001&jobexp=10&jobsource=salary_jobexp&order=2&page=1,2005003001,年薪
1230751.5,834615.44,1101692.4,1457018.2,2275.0,True,66.0,73.0,2275.0,5696.0,5,10年以上,163,https://www.104.com.tw/jobs/search/?ro=0&jobcat=2005003001&jobexp=99&jobsource=salary_jobexp&order=2&page=1,2005003001,年薪
59752.684,45000.0,55000.0,68500.0,149.0,True,55.0,59.0,149.0,5697.0,1,1年以下,2512,https://www.104.com.tw/jobs/search/?ro=0&jobcat=2005003001&jobexp=1&jobsource=salary_jobexp&order=2&page=1,2005003001,月薪
63994.477,45000.0,56000.0,75000.0,663.0,True,56.0,63.0,663.0,5697.0,2,1~3年,1882,https://www.104.com.tw/jobs/search/?ro=0&jobcat=2005003001&jobexp=3&jobsource=salary_jobexp&order=2&page=1,2005003001,月薪
66506.164,50000.0,60000.0,80000.0,723.0,True,60.0,66.0,723.0,5697.0,3,3~5年,1373,https://www.104.com.tw/jobs/search/?ro=0&jobcat=2005003001&jobexp=5&jobsource=salary_jobexp&order=2&page=1,2005003001,月薪
67148.58,50000.0,60000.0,80000.0,1886.0,True,60.0,67.0,1886.0,5697.0,4,5~10年,1070,https://www.104.com.tw/jobs/search/?ro=0&jobcat=2005003001&jobexp=10&jobsource=salary_jobexp&order=2&page=1,2005003001,月薪
73721.23,50000.0,66000.0,86100.0,2276.0,True,66.0,73.0,2276.0,5697.0,5,10年以上,163,https://www.104.com.tw/jobs/search/?ro=0&jobcat=2005003001&jobexp=99&jobsource=salary_jobexp&order=2&page=1,2005003001,月薪
75451.95,50000.0,65500.0,93500.0,41.0,True,65.0,75.0,41.0,1696.0,1,1年以下,405,https://www.104.com.tw/jobs/search/?ro=0&jobcat=2005003002&jobexp=1&jobsource=salary_jobexp&order=2&page=1,2005003002,月薪
75235.03,54500.0,67712.5,85000.0,145.0,True,67.0,75.0,145.0,1696.0,2,1~3年,460,https://www.104.com.tw/jobs/search/?ro=0&jobcat=2005003002&jobexp=3&jobsource=salary_jobexp&order=2&page=1,2005003002,月薪
79424.516,56500.0,68000.0,83000.0,164.0,True,68.0,79.0,164.0,1696.0,3,3~5年,567,https://www.104.com.tw/jobs/search/?ro=0&jobcat=2005003002&jobexp=5&jobsource=salary_jobexp&order=2&page=1,2005003002,月薪
75884.55,55400.0,70000.0,89150.0,542.0,True,70.0,75.0,542.0,1696.0,4,5~10年,687,https://www.104.com.tw/jobs/search/?ro=0&jobcat=2005003002&jobexp=10&jobsource=salary_jobexp&order=2&page=1,2005003002,月薪
82201.09,60000.0,77000.0,98000.0,804.0,True,77.0,82.0,804.0,1696.0,5,10年以上,155,https://www.104.com.tw/jobs/search/?ro=0&jobcat=2005003002&jobexp=99&jobsource=salary_jobexp&order=2&page=1,2005003002,月薪
908801.56,650000.0,849783.1,1168087.9,45.0,True,60.0,63.0,45.0,970.0,1,1年以下,743,https://www.104.com.tw/jobs/search/?ro=0&jobcat=2005003003&jobexp=1&jobsource=salary_jobexp&order=2&page=1,2005003003,年薪
951977.7,650000.0,849783.1,1264757.2,172.0,True,60.0,66.0,172.0,970.0,2,1~3年,744,https://www.104.com.tw/jobs/search/?ro=0&jobcat=2005003003&jobexp=3&jobsource=salary_jobexp&order=2&page=1,2005003003,年薪
938034.8,650000.0,849783.1,1224478.4,168.0,True,60.0,65.0,168.0,970.0,3,3~5年,769,https://www.104.com.tw/jobs/search/?ro=0&jobcat=2005003003&jobexp=5&jobsource=salary_jobexp&order=2&page=1,2005003003,年薪
1029098.8,650000.0,920598.4,1369482.4,325.0,True,65.0,71.0,325.0,970.0,4,5~10年,671,https://www.104.com.tw/jobs/search/?ro=0&jobcat=2005003003&jobexp=10&jobsource=salary_jobexp&order=2&page=1,2005003003,年薪
1059545.9,708500.0,956006.0,1345315.0,260.0,True,67.0,73.0,260.0,970.0,5,10年以上,121,https://www.104.com.tw/jobs/search/?ro=0&jobcat=2005003003&jobexp=99&jobsource=salary_jobexp&order=2&page=1,2005003003,年薪
63011.11,50000.0,60000.0,72500.0,45.0,True,60.0,63.0,45.0,970.0,1,1年以下,743,https://www.104.com.tw/jobs/search/?ro=0&jobcat=2005003003&jobexp=1&jobsource=salary_jobexp&order=2&page=1,2005003003,月薪
66004.695,50000.0,60000.0,78500.0,172.0,True,60.0,66.0,172.0,970.0,2,1~3年,744,https://www.104.com.tw/jobs/search/?ro=0&jobcat=2005003003&jobexp=3&jobsource=salary_jobexp&order=2&page=1,2005003003,月薪
65037.977,50000.0,60000.0,76000.0,168.0,True,60.0,65.0,168.0,970.0,3,3~5年,769,https://www.104.com.tw/jobs/search/?ro=0&jobcat=2005003003&jobexp=5&jobsource=salary_jobexp&order=2&page=1,2005003003,月薪
71351.836,50000.0,65000.0,85000.0,325.0,True,65.0,71.0,325.0,970.0,4,5~10年,671,https://www.104.com.tw/jobs/search/?ro=0&jobcat=2005003003&jobexp=10&jobsource=salary_jobexp&order=2&page=1,2005003003,月薪
73462.86,54500.0,67500.0,83500.0,260.0,True,67.0,73.0,260.0,970.0,5,10年以上,121,https://www.104.com.tw/jobs/search/?ro=0&jobcat=2005003003&jobexp=99&jobsource=salary_jobexp&order=2&page=1,2005003003,月薪
46973.406,36500.0,43000.0,50000.0,182.0,True,43.0,46.0,182.0,4531.0,1,1年以下,2815,https://www.104.com.tw/jobs/search/?ro=0&jobcat=2005003005&jobexp=1&jobsource=salary_jobexp&order=2&page=1,2005003005,月薪
47773.715,39000.0,45000.0,53000.0,675.0,True,45.0,47.0,675.0,4531.0,2,1~3年,2841,https://www.104.com.tw/jobs/search/?ro=0&jobcat=2005003005&jobexp=3&jobsource=salary_jobexp&order=2&page=1,2005003005,月薪
49660.652,40000.0,46000.0,56000.0,696.0,True,46.0,49.0,696.0,4531.0,3,3~5年,1810,https://www.104.com.tw/jobs/search/?ro=0&jobcat=2005003005&jobexp=5&jobsource=salary_jobexp&order=2&page=1,2005003005,月薪
53211.12,42000.0,50000.0,60000.0,1604.0,True,50.0,53.0,1604.0,4531.0,4,5~10年,910,https://www.104.com.tw/jobs/search/?ro=0&jobcat=2005003005&jobexp=10&jobsource=salary_jobexp&order=2&page=1,2005003005,月薪
56153.547,45000.0,52000.0,65000.0,1374.0,True,52.0,56.0,1374.0,4531.0,5,10年以上,103,https://www.104.com.tw/jobs/search/?ro=0&jobcat=2005003005&jobexp=99&jobsource=salary_jobexp&order=2&page=1,2005003005,月薪
1252455.4,770808.8,1036326.25,1687055.0,41.0,True,65.0,75.0,41.0,1696.0,1,1年以下,405,https://www.104.com.tw/jobs/search/?ro=0&jobcat=2005003002&jobexp=1&jobsource=salary_jobexp&order=2&page=1,2005003002,年薪
1248854.6,840181.56,1071331.9,1533686.4,145.0,True,67.0,75.0,145.0,1696.0,2,1~3年,460,https://www.104.com.tw/jobs/search/?ro=0&jobcat=2005003002&jobexp=3&jobsource=salary_jobexp&order=2&page=1,2005003002,年薪
1318397.5,871013.94,1075880.6,1497599.6,164.0,True,68.0,79.0,164.0,1696.0,3,3~5年,567,https://www.104.com.tw/jobs/search/?ro=0&jobcat=2005003002&jobexp=5&jobsource=salary_jobexp&order=2&page=1,2005003002,年薪
1259636.1,854056.1,1107524.2,1608566.4,542.0,True,70.0,75.0,542.0,1696.0,4,5~10年,687,https://www.104.com.tw/jobs/search/?ro=0&jobcat=2005003002&jobexp=10&jobsource=salary_jobexp&order=2&page=1,2005003002,年薪
1364486.9,924970.56,1218276.6,1768250.2,804.0,True,77.0,82.0,804.0,1696.0,5,10年以上,155,https://www.104.com.tw/jobs/search/?ro=0&jobcat=2005003002&jobexp=99&jobsource=salary_jobexp&order=2&page=1,2005003002,年薪
43174.363,35000.0,40000.0,50000.0,721.0,True,40.0,43.0,721.0,15249.0,1,1年以下,21771,https://www.104.com.tw/jobs/search/?ro=0&jobcat=2005003004&jobexp=1&jobsource=salary_jobexp&order=2&page=1,2005003004,月薪
46429.86,36000.0,42250.0,50000.0,2702.0,True,42.0,46.0,2702.0,15249.0,2,1~3年,10798,https://www.104.com.tw/jobs/search/?ro=0&jobcat=2005003004&jobexp=3&jobsource=salary_jobexp&order=2&page=1,2005003004,月薪
49291.19,39000.0,45000.0,55000.0,2713.0,True,45.0,49.0,2713.0,15249.0,3,3~5年,3761,https://www.104.com.tw/jobs/search/?ro=0&jobcat=2005003004&jobexp=5&jobsource=salary_jobexp&order=2&page=1,2005003004,月薪
51057.723,40000.0,47000.0,60000.0,5179.0,True,47.0,51.0,5179.0,15249.0,4,5~10年,1324,https://www.104.com.tw/jobs/search/?ro=0&jobcat=2005003004&jobexp=10&jobsource=salary_jobexp&order=2&page=1,2005003004,月薪
54422.84,41000.0,50000.0,62000.0,3934.0,True,50.0,54.0,3934.0,15249.0,5,10年以上,105,https://www.104.com.tw/jobs/search/?ro=0&jobcat=2005003004&jobexp=99&jobsource=salary_jobexp&order=2&page=1,2005003004,月薪
40080.953,35000.0,40000.0,43000.0,0.0,False,40.0,40.0,21.0,202.0,1,1年以下,339,https://www.104.com.tw/jobs/search/?ro=0&jobcat=2005003006&jobexp=1&jobsource=salary_jobexp&order=2&page=1,2005003006,月薪
42153.152,34000.0,39750.0,47250.0,46.0,True,39.0,42.0,46.0,202.0,2,1~3年,395,https://www.104.com.tw/jobs/search/?ro=0&jobcat=2005003006&jobexp=3&jobsource=salary_jobexp&order=2&page=1,2005003006,月薪
50771.74,37500.0,43000.0,55000.0,46.0,True,43.0,50.0,46.0,202.0,3,3~5年,129,https://www.104.com.tw/jobs/search/?ro=0&jobcat=2005003006&jobexp=5&jobsource=salary_jobexp&order=2&page=1,2005003006,月薪
55322.035,40000.0,47000.0,62500.0,59.0,True,47.0,55.0,59.0,202.0,4,5~10年,40,https://www.104.com.tw/jobs/search/?ro=0&jobcat=2005003006&jobexp=10&jobsource=salary_jobexp&order=2&page=1,2005003006,月薪
56744.434,45000.0,50000.0,60000.0,30.0,True,50.0,56.0,30.0,202.0,5,10年以上,1,https://www.104.com.tw/jobs/search/?ro=0&jobcat=2005003006&jobexp=99&jobsource=salary_jobexp&order=2&page=1,2005003006,月薪
714984.4,531309.25,646003.9,803231.7,182.0,True,43.0,46.0,182.0,4531.0,1,1年以下,2815,https://www.104.com.tw/jobs/search/?ro=0&jobcat=2005003005&jobexp=1&jobsource=salary_jobexp&order=2&page=1,2005003005,年薪
727165.94,567700.3,676050.56,851425.6,675.0,True,45.0,47.0,675.0,4531.0,2,1~3年,2841,https://www.104.com.tw/jobs/search/?ro=0&jobcat=2005003005&jobexp=3&jobsource=salary_jobexp&order=2&page=1,2005003005,年薪
755887.1,582256.75,691073.94,899619.5,696.0,True,46.0,49.0,696.0,4531.0,3,3~5年,1810,https://www.104.com.tw/jobs/search/?ro=0&jobcat=2005003005&jobexp=5&jobsource=salary_jobexp&order=2&page=1,2005003005,年薪
809928.94,611369.56,751167.3,963878.06,1604.0,True,50.0,53.0,1604.0,4531.0,4,5~10年,910,https://www.104.com.tw/jobs/search/?ro=0&jobcat=2005003005&jobexp=10&jobsource=salary_jobexp&order=2&page=1,2005003005,年薪
854715.75,655038.8,781214.0,1044201.25,1374.0,True,52.0,56.0,1374.0,4531.0,5,10年以上,103,https://www.104.com.tw/jobs/search/?ro=0&jobcat=2005003005&jobexp=99&jobsource=salary_jobexp&order=2&page=1,2005003005,年薪
771445.4,683101.2,874949.75,1093687.1,721.0,True,40.0,43.0,721.0,15249.0,1,1年以下,21772,https://www.104.com.tw/jobs/search/?ro=0&jobcat=2005003004&jobexp=1&jobsource=salary_jobexp&order=2&page=1,2005003004,年薪
829615.0,702618.4,924165.6,1093687.1,2702.0,True,42.0,46.0,2702.0,15249.0,2,1~3年,10799,https://www.104.com.tw/jobs/search/?ro=0&jobcat=2005003004&jobexp=3&jobsource=salary_jobexp&order=2&page=1,2005003004,年薪
880741.7,761169.94,984318.44,1203055.9,2713.0,True,45.0,49.0,2713.0,15249.0,3,3~5年,3761,https://www.104.com.tw/jobs/search/?ro=0&jobcat=2005003004&jobexp=5&jobsource=salary_jobexp&order=2&page=1,2005003004,年薪
912306.3,780687.1,1028065.94,1312424.6,5179.0,True,47.0,51.0,5179.0,15249.0,4,5~10年,1324,https://www.104.com.tw/jobs/search/?ro=0&jobcat=2005003004&jobexp=10&jobsource=salary_jobexp&order=2&page=1,2005003004,年薪
972434.7,800204.25,1093687.1,1356172.1,3934.0,True,50.0,54.0,3934.0,15249.0,5,10年以上,105,https://www.104.com.tw/jobs/search/?ro=0&jobcat=2005003004&jobexp=99&jobsource=salary_jobexp&order=2&page=1,2005003004,年薪
686404.3,498358.8,665777.75,795381.75,0.0,False,40.0,40.0,21.0,202.0,1,1年以下,339,https://www.104.com.tw/jobs/search/?ro=0&jobcat=2005003006&jobexp=1&jobsource=salary_jobexp&order=2&page=1,2005003006,年薪
721891.6,484119.97,661616.6,873995.06,46.0,True,39.0,42.0,46.0,202.0,2,1~3年,395,https://www.104.com.tw/jobs/search/?ro=0&jobcat=2005003006&jobexp=3&jobsource=salary_jobexp&order=2&page=1,2005003006,年薪
869488.75,533955.9,715711.06,1017348.75,46.0,True,43.0,50.0,46.0,202.0,3,3~5年,129,https://www.104.com.tw/jobs/search/?ro=0&jobcat=2005003006&jobexp=5&jobsource=salary_jobexp&order=2&page=1,2005003006,年薪
947414.6,569552.94,782288.9,1156078.1,59.0,True,47.0,55.0,59.0,202.0,4,5~10年,40,https://www.104.com.tw/jobs/search/?ro=0&jobcat=2005003006&jobexp=10&jobsource=salary_jobexp&order=2&page=1,2005003006,年薪
971773.9,640747.06,832222.2,1109835.0,30.0,True,50.0,56.0,30.0,202.0,5,10年以上,1,https://www.104.com.tw/jobs/search/?ro=0&jobcat=2005003006&jobexp=99&jobsource=salary_jobexp&order=2&page=1,2005003006,年薪
39832.47,30000.0,35000.0,45500.0,85.0,True,35.0,39.0,85.0,855.0,1,1年以下,2058,https://www.104.com.tw/jobs/search/?ro=0&jobcat=2005003007&jobexp=1&jobsource=salary_jobexp&order=2&page=1,2005003007,月薪
49413.656,35000.0,45000.0,60000.0,224.0,True,45.0,49.0,224.0,855.0,2,1~3年,678,https://www.104.com.tw/jobs/search/?ro=0&jobcat=2005003007&jobexp=3&jobsource=salary_jobexp&order=2&page=1,2005003007,月薪
55412.312,35000.0,45000.0,70000.0,167.0,True,45.0,55.0,167.0,855.0,3,3~5年,111,https://www.104.com.tw/jobs/search/?ro=0&jobcat=2005003007&jobexp=5&jobsource=salary_jobexp&order=2&page=1,2005003007,月薪
58359.105,40000.0,50000.0,70000.0,235.0,True,50.0,58.0,235.0,855.0,4,5~10年,40,https://www.104.com.tw/jobs/search/?ro=0&jobcat=2005003007&jobexp=10&jobsource=salary_jobexp&order=2&page=1,2005003007,月薪
60288.508,40000.0,50000.0,78000.0,144.0,True,50.0,60.0,144.0,855.0,5,10年以上,1,https://www.104.com.tw/jobs/search/?ro=0&jobcat=2005003007&jobexp=99&jobsource=salary_jobexp&order=2&page=1,2005003007,月薪
1098911.4,708081.75,1067448.8,1343217.8,34.0,True,46.0,49.0,34.0,954.0,1,1年以下,969,https://www.104.com.tw/jobs/search/?ro=0&jobcat=2005003008&jobexp=1&jobsource=salary_jobexp&order=2&page=1,2005003008,年薪
1243510.5,796591.94,1193706.1,1587439.2,145.0,True,52.0,56.0,145.0,954.0,2,1~3年,943,https://www.104.com.tw/jobs/search/?ro=0&jobcat=2005003008&jobexp=3&jobsource=salary_jobexp&order=2&page=1,2005003008,年薪
1295367.8,796591.94,1262573.8,1685127.8,169.0,True,55.0,58.0,169.0,954.0,3,3~5年,278,https://www.104.com.tw/jobs/search/?ro=0&jobcat=2005003008&jobexp=5&jobsource=salary_jobexp&order=2&page=1,2005003008,年薪
1356456.8,801017.5,1377353.2,1721761.0,323.0,True,60.0,61.0,323.0,954.0,4,5~10年,65,https://www.104.com.tw/jobs/search/?ro=0&jobcat=2005003008&jobexp=10&jobsource=salary_jobexp&order=2&page=1,2005003008,年薪
1457264.2,885102.2,1423265.0,1953771.4,283.0,True,62.0,66.0,283.0,954.0,5,10年以上,5,https://www.104.com.tw/jobs/search/?ro=0&jobcat=2005003008&jobexp=99&jobsource=salary_jobexp&order=2&page=1,2005003008,年薪
732345.25,457864.06,737083.06,1127118.2,85.0,True,35.0,39.0,85.0,855.0,1,1年以下,2058,https://www.104.com.tw/jobs/search/?ro=0&jobcat=2005003007&jobexp=1&jobsource=salary_jobexp&order=2&page=1,2005003007,年薪
908501.44,534174.75,947678.25,1486309.8,224.0,True,45.0,49.0,224.0,855.0,2,1~3年,678,https://www.104.com.tw/jobs/search/?ro=0&jobcat=2005003007&jobexp=3&jobsource=salary_jobexp&order=2&page=1,2005003007,年薪
1018790.56,534174.75,947678.25,1734028.1,167.0,True,45.0,55.0,167.0,855.0,3,3~5年,111,https://www.104.com.tw/jobs/search/?ro=0&jobcat=2005003007&jobexp=5&jobsource=salary_jobexp&order=2&page=1,2005003007,年薪
1072969.2,610485.44,1052975.9,1734028.1,235.0,True,50.0,58.0,235.0,855.0,4,5~10年,40,https://www.104.com.tw/jobs/search/?ro=0&jobcat=2005003007&jobexp=10&jobsource=salary_jobexp&order=2&page=1,2005003007,年薪
1108442.5,610485.44,1052975.9,1932202.8,144.0,True,50.0,60.0,144.0,855.0,5,10年以上,1,https://www.104.com.tw/jobs/search/?ro=0&jobcat=2005003007&jobexp=99&jobsource=salary_jobexp&order=2&page=1,2005003007,年薪
49841.176,40000.0,46500.0,55000.0,34.0,True,46.0,49.0,34.0,954.0,1,1年以下,969,https://www.104.com.tw/jobs/search/?ro=0&jobcat=2005003008&jobexp=1&jobsource=salary_jobexp&order=2&page=1,2005003008,月薪
56399.477,45000.0,52000.0,65000.0,145.0,True,52.0,56.0,145.0,954.0,2,1~3年,943,https://www.104.com.tw/jobs/search/?ro=0&jobcat=2005003008&jobexp=3&jobsource=salary_jobexp&order=2&page=1,2005003008,月薪
58751.46,45000.0,55000.0,69000.0,169.0,True,55.0,58.0,169.0,954.0,3,3~5年,278,https://www.104.com.tw/jobs/search/?ro=0&jobcat=2005003008&jobexp=5&jobsource=salary_jobexp&order=2&page=1,2005003008,月薪
61522.156,45250.0,60000.0,70500.0,323.0,True,60.0,61.0,323.0,954.0,4,5~10年,65,https://www.104.com.tw/jobs/search/?ro=0&jobcat=2005003008&jobexp=10&jobsource=salary_jobexp&order=2&page=1,2005003008,月薪
66094.29,50000.0,62000.0,80000.0,283.0,True,62.0,66.0,283.0,954.0,5,10年以上,5,https://www.104.com.tw/jobs/search/?ro=0&jobcat=2005003008&jobexp=99&jobsource=salary_jobexp&order=2&page=1,2005003008,月薪
46205.285,40000.0,50000.0,50000.0,0.0,False,50.0,46.0,70.0,606.0,1,1年以下,5038,https://www.104.com.tw/jobs/search/?ro=0&jobcat=2005003009&jobexp=1&jobsource=salary_jobexp&order=2&page=1,2005003009,月薪
48811.312,36000.0,46000.0,50000.0,199.0,True,46.0,48.0,199.0,606.0,2,1~3年,574,https://www.104.com.tw/jobs/search/?ro=0&jobcat=2005003009&jobexp=3&jobsource=salary_jobexp&order=2&page=1,2005003009,月薪
53902.438,37500.0,50000.0,65000.0,123.0,True,50.0,53.0,123.0,606.0,3,3~5年,156,https://www.104.com.tw/jobs/search/?ro=0&jobcat=2005003009&jobexp=5&jobsource=salary_jobexp&order=2&page=1,2005003009,月薪
62123.664,40000.0,50000.0,80000.0,131.0,True,50.0,62.0,131.0,606.0,4,5~10年,52,https://www.104.com.tw/jobs/search/?ro=0&jobcat=2005003009&jobexp=10&jobsource=salary_jobexp&order=2&page=1,2005003009,月薪
61012.047,40000.0,50000.0,67500.0,83.0,True,50.0,61.0,83.0,606.0,5,10年以上,3,https://www.104.com.tw/jobs/search/?ro=0&jobcat=2005003009&jobexp=99&jobsource=salary_jobexp&order=2&page=1,2005003009,月薪
,,,,,,,,,,1,1年以下,132,https://www.104.com.tw/jobs/search/?ro=0&jobcat=2005003011&jobexp=1&jobsource=salary_jobexp&order=2&page=1,2005003011,月薪
47500.0,31000.0,39000.0,50000.0,18.0,True,39.0,47.0,18.0,49.0,2,1~3年,34,https://www.104.com.tw/jobs/search/?ro=0&jobcat=2005003011&jobexp=3&jobsource=salary_jobexp&order=2&page=1,2005003011,月薪
46636.363,32500.0,42000.0,55000.0,0.0,False,42.0,46.0,11.0,49.0,3,3~5年,7,https://www.104.com.tw/jobs/search/?ro=0&jobcat=2005003011&jobexp=5&jobsource=salary_jobexp&order=2&page=1,2005003011,月薪
47833.332,38500.0,50000.0,57500.0,12.0,True,50.0,47.0,12.0,49.0,4,5~10年,13,https://www.104.com.tw/jobs/search/?ro=0&jobcat=2005003011&jobexp=10&jobsource=salary_jobexp&order=2&page=1,2005003011,月薪
45750.0,30500.0,37500.0,60000.0,8.0,False,37.0,45.0,8.0,49.0,5,10年以上,0,https://www.104.com.tw/jobs/search/?ro=0&jobcat=2005003011&jobexp=99&jobsource=salary_jobexp&order=2&page=1,2005003011,月薪
737920.94,638774.3,838005.44,838005.44,0.0,False,50.0,46.0,70.0,606.0,1,1年以下,5038,https://www.104.com.tw/jobs/search/?ro=0&jobcat=2005003009&jobexp=1&jobsource=salary_jobexp&order=2&page=1,2005003009,年薪
779540.44,574896.9,770965.0,838005.44,199.0,True,46.0,48.0,199.0,606.0,2,1~3年,574,https://www.104.com.tw/jobs/search/?ro=0&jobcat=2005003009&jobexp=3&jobsource=salary_jobexp&order=2&page=1,2005003009,年薪
860848.2,598850.9,838005.44,1089407.1,123.0,True,50.0,53.0,123.0,606.0,3,3~5年,156,https://www.104.com.tw/jobs/search/?ro=0&jobcat=2005003009&jobexp=5&jobsource=salary_jobexp&order=2&page=1,2005003009,年薪
992145.2,638774.3,838005.44,1340808.8,131.0,True,50.0,62.0,131.0,606.0,4,5~10年,52,https://www.104.com.tw/jobs/search/?ro=0&jobcat=2005003009&jobexp=10&jobsource=salary_jobexp&order=2&page=1,2005003009,年薪
974392.1,638774.3,838005.44,1131307.4,83.0,True,50.0,61.0,83.0,606.0,5,10年以上,3,https://www.104.com.tw/jobs/search/?ro=0&jobcat=2005003009&jobexp=99&jobsource=salary_jobexp&order=2&page=1,2005003009,年薪
